SQL Statements,Modified_Statements,Missing Type,Missing Element,Error Position,Query Length,Query Type
"SELECT  one.pdb_id,  one.res_type,  two.res_type FROM  [1267].[h2_w_nogaps_2.csv] one,  [1267].[h2_w_nogaps_2.csv] two WHERE  one.pdb_id = two.pdb_id   AND  one.chain = two.chain AND  one.res_index = two.res_index + 1 AND  (two.res_surface_area_ratio > 0.3   OR  one.res_surface_area_ratio > 0.3)","SELECT  one.pdb_id,  one.res_type,   FROM  [1267].[h2_w_nogaps_2.csv] one,  [1267].[h2_w_nogaps_2.csv] two WHERE  one.pdb_id = two.pdb_id   AND  one.chain = two.chain AND  one.res_index = two.res_index + 1 AND  (two.res_surface_area_ratio > 0.3   OR  one.res_surface_area_ratio > 0.3)",Missing Column,two.res_type,{'two.res_type': 4},296,SELECT
SELECT  * FROM  [412].[protpeps] LEFT JOIN  [prot data all] --could use join ON [protpeps].[peptide sequence]=[prot data all].[peptide sequence],No modification,N/A,N/A,{},144,SELECT
"select * from ( select substring(ztime, len(ztime) - 5, 6) as stime ,  * from ( select '00000' + cast(time as varchar) as ztime ,  cast(date as varchar) as sdate ,  * from [1002].[Tokyo_1_suna.csv] ) x ) y ) z",No modification,N/A,N/A,{},209,SELECT
SELECT  * FROM  [1123].[Dheilly_blastn_Geoduck-v2]bl left join [1123].[Sig6_blastn_Sig9]s6 on bl.Column1 = s6.Column1 left join [1123].[Dheilly_DiffGametogenesis_File_S2]df on df.Genebank = s6.Column4 Where ID_Ref <> ' ',No modification,N/A,N/A,{},220,SELECT
"SELECT  * FROM  [1123].[table_MgoTophat_cover_CDS_split_B] Where ""Column10"" > 10","SELECT   FROM  [1123].[table_MgoTophat_cover_CDS_split_B] Where ""Column10"" > 10",Missing Column,*,{'*': 2},80,SELECT
SELECT  Count (*) From ( SELECT * FROM  [1123].[clean_BiGo_methratio_v1] where context like '__CG_' --modified respectively for and CT_Count >= 5 and ratio = 0) betty,No modification,N/A,N/A,{},166,SELECT
"SELECT  Institution,  Person FROM  ( SELECT  Institution,  Person,  Role ,  ROW_NUMBER() OVER (PARTITION BY Institution ORDER BY  Person DESC) AS PersonNumber FROM  [354].[Snapshot of geomics_people] ) [inner] WHERE  [inner].PersonNumber < 4",No modification,N/A,N/A,{},241,SELECT
SELECT  top 10 * FROM  [1041].[danielsdata],  top 10 * FROM  [1041].[danielsdata],Missing Keywords,SELECT,{'SELECT': 1},43,SELECT
SELECT  distinct pathway_class FROM  [826].[Psemu1_KEGG_TranscriptIds_added.tab.txt],SELECT   FROM  [826].[Psemu1_KEGG_TranscriptIds_added.tab.txt],Missing Keywords,distinct,{'distinct':2},84,SELECT
"select * FROM  [1002].[table_sds.tab] s,  [1002].[Tokyo_0_merged_data_time.csv] t WHERE  timestamp = s.time","SELECT *  [1002].[table_sds.tab] s,  [1002].[Tokyo_0_merged_data_time.csv] t WHERE  timestamp = s.time",Missing Keywords,FROM,{'FROM': 3},107,SELECT
"SELECT  ORIGIN,  DEST,  TAIL_NUM,  FL_NUM,  YEAR,  MONTH,  DAY_OF_MONTH,  COUNT(*) FROM  [372].[flights09] GROUP BY  ORIGIN,  DEST,  TAIL_NUM,  FL_NUM,  YEAR,  MONTH,  DAY_OF_MONTH","SELECT  ORIGIN,  DEST,  TAIL_NUM,  FL_NUM,  YEAR,  MONTH,  DAY_OF_MONTH,  (*) FROM  [372].[flights09] GROUP BY  ORIGIN,  DEST,  TAIL_NUM,  FL_NUM,  YEAR,  MONTH,  DAY_OF_MONTH",Missing Function,COUNT,{'COUNT': 9},180,SELECT
"SELECT  [All Proteins], SUM (numuniquepepsCG11_01+numuniquepepsCG11_02+numuniquepepsCG11_03) AS [CG11 unique peps sum] FROM  [412].[Oyster 11 spec counts] GROUP BY  [All Proteins]",No modification,N/A,N/A,{},179,SELECT
"WITH  data AS (SELECT  * FROM  [690].[All3col]), parameters AS (SELECT  0.1 AS binSize), bounds AS (SELECT  MIN(latitude) AS minLat, MIN(longitude) AS minLong FROM  data), binnedSpecies AS (SELECT  data.species, FLOOR ((data.latitude-bounds.minLat)/binSize) AS latBin,  FLOOR ((data.longitude-bounds.minLong)/binSize) AS longBin FROM  data,  bounds,  parameters), binnedSpeciesCount AS (SELECT  latBin, longBin, COUNT(species) AS numSpecies FROM  binnedSpecies GROUP BY  latBin, longBin) SELECT  (bounds.minLat+latBin*binSize+binSize/2) AS latitude, (bounds.minLong+longBin*binSize+binSize/2) AS longitude, numSpecies from binnedSpeciesCount, bounds, parameters ORDER BY  latBin, longBin","WITH  data (SELECT  * FROM  [690].[All3col]), parameters AS (SELECT  0.1 AS binSize), bounds AS (SELECT  MIN(latitude) AS minLat, MIN(longitude) AS minLong FROM  data), binnedSpecies AS (SELECT  data.species, FLOOR ((data.latitude-bounds.minLat)/binSize) AS latBin,  FLOOR ((data.longitude-bounds.minLong)/binSize) AS longBin FROM  data,  bounds,  parameters), binnedSpeciesCount AS (SELECT  latBin, longBin, COUNT(species) AS numSpecies FROM  binnedSpecies GROUP BY  latBin, longBin) SELECT  (bounds.minLat+latBin*binSize+binSize/2) AS latitude, (bounds.minLong+longBin*binSize+binSize/2) AS longitude, numSpecies from binnedSpeciesCount, bounds, parameters ORDER BY  latBin, longBin",Missing Function,AS ,{'AS':3},687,OTHER
"select [table_annex_s4_cpv_codes.csv].[column1],  [table_annex_s4_cpv_codes.csv].[column2],  [table_table_en.csv].[CPV code 2003],  [table_table_en.csv].[description] from [table_annex_s4_cpv_codes.csv] left join [table_table_en.csv] on [table_annex_s4_cpv_codes.csv].[column1] = [table_table_en.csv].[CPV code 2003]",No modification,N/A,N/A,{},316,SELECT
SELECT  * FROM  [412].[rpom present in low abundance] WHERE  [higher bact abund]=0,No modification,N/A,N/A,{},82,SELECT
"WITH  tmp AS (SELECT  stations.*, underway.* FROM  [446].[Underway_GeoMICS.csv] underway JOIN  [446].[Stations] stations ON sqrt( power(stations.[Latitude..Decimal.deg.] - underway.[lat.degN], 2) + power(stations.[Longitude..Decimal.deg.] - underway.[long.degW]-360, 2)) < 0.1) SELECT  DISTINCT Station FROM  tmp","WITH  tmp AS (SELECT  stations.*, underway.* FROM  [446].[Underway_GeoMICS.csv] underway JOIN  [446].[Stations] stations ON sqrt( power(stations.[Latitude..Decimal.deg.] - underway.[lat.degN], 2) + power(stations.[Longitude..Decimal.deg.] - underway.[long.degW]-360, 2)) < 0.1) SELECT  DISTINCT Station FROM  ",N/A,N/A,{},312,OTHER
SELECT  sum(Total_Amount_of_Payment_USDollars) FROM  [1079].[OPPR_ALL_DTL_GNRL_093020141.csv],SELECT  (Total_Amount_of_Payment_USDollars) FROM  [1079].[OPPR_ALL_DTL_GNRL_093020141.csv],Missing Function,sum,{'sum': 2},93,SELECT
"SELECT  * FROM  [ssgcid_EC_map] WHERE  ec_number in ('5.3.3.4', '5.4.99.14', '5.5.1.7')",No modification,N/A,N/A,{},87,SELECT
SELECT  query FROM  [sqlshare].[sqlshare].[1385_query_log] WHERE  status = 'success' and query like '%( select%' or query like '%(select%',SELECT  query FROM  .[sqlshare].[1385_query_log] WHERE  status = 'success' and query like '%( select%' or query like '%(select%',Missing Table,[sqlshare],{'[sqlshare]': 4},138,SELECT
"select * from  ssgcid_EC_map where ec_number in ('1.1.1.1',  '1.1.1.35',  '1.2.99.3',  '1.3.1.34',  '1.3.99.3',  '2.1.1.163',  '2.1.1.201',  '2.1.1.201',  '2.1.1.201',  '2.1.1.201',  '2.3.1.16',  '3.1.1.24',  '4.2.1.17')",No modification,N/A,N/A,{},220,SELECT
SELECT  * FROM  [826].[Psemu1-DiaTrois-exactSifdr],SELECT  *  [826].[Psemu1-DiaTrois-exactSifdr],Missing Keywords,FROM,{'FROM': 3},50,SELECT
"SELECT  GO.*,  KEGG.*  FROM  [826].[Psemu1_GO_TranscriptIds_added.tab.txt] GO left outer join [826].[table_Psemu1_KEGG_TranscriptIds_added.tab.txt] KEGG on GO.transcriptId = KEGG.transcriptId","SELECT  GO.*,  KEGG.*  FROM  [826].[Psemu1_GO_TranscriptIds_added.tab.txt] GO left outer join [826].[table_Psemu1_KEGG_TranscriptIds_added.tab.txt] KEGG on GO.transcriptId = ",Missing Value,KEGG.transcriptId,{'KEGG.transcriptId': 15},191,SELECT
SELECT  * FROM  [1123].[qDOD Cgigas Gene Descriptions (Swiss-prot)] where CGI_ID like 'CGI_10027416',SELECT   FROM  [1123].[qDOD Cgigas Gene Descriptions (Swiss-prot)] where CGI_ID like 'CGI_10027416',Missing Column,*,{'*': 2},100,SELECT
SELECT  * FROM  [1017].[matched_DEGs_IFheads_2] where heads='~FBgn',No modification,N/A,N/A,{},67,SELECT
SELECT  * FROM  [1267].[cph2_w_1.csv] WHERE  gaps = 0, SELECT * FROM  [1267].[cph2_w_1.csv] WHERE  gaps = ,Missing Value,0,{'0': 8},53,SELECT
select * from [table_ProtNotInCTTdb.csv] where [XstalTracker Protein Name] is not null, * from [table_ProtNotInCTTdb.csv] where [XstalTracker Protein Name] is not null,Missing Keywords,select,{'select': 1},86,SELECT
SELECT  * FROM  [1318].[table_Geo-tagged Wikipedia articles.csv],No modification,N/A,N/A,{},64,SELECT
SELECT  * FROM  [776].[banklist.csv] data where data.ST = 'CA' and data.City = 'Los Angeles',No modification,N/A,N/A,{},92,SELECT
SELECT *,No modification,N/A,N/A,{},8,SELECT
"SELECT  DISTINCT CASE WHEN PATINDEX('%[0-9]%',  [protein]) = 1 -- first char is number AND  CHARINDEX(', ',  [protein]) = 0 -- AND  no comma present THEN [protein] ELSE SUBSTRING([protein], PATINDEX('%[0-9]%',  [protein]),  -- start at first number CHARINDEX(', ',  [protein])-PATINDEX('%[0-9]%',  [protein])) -- length END AS [protein C3145] ,  [tot indep spectra] AS [tot spectra C3145] FROM  [412].[C3_file145.txt]",No modification,N/A,N/A,{},417,SELECT
"SELECT  floor(latitude/0.7)*0.7 as latbin ,  floor(longitude/0.7)*0.7 as lonbin ,  floor(0.12/0.7)*0.7 ,  species FROM  [690].[All3col]",No modification,N/A,N/A,{},135,SELECT
"SELECT  Distinct A0A000 as SPID, ""GO:0003824"" as GOID FROM  [354].[SPID_GOnumber.txt]",No modification,N/A,N/A,{},85,SELECT
"select pathway_name,  s.genus,  count(distinct ec.ec_number) from [ec_pathway.csv] ec join [ssgcid_EC_map] s on (s.""EC Numbers"" = ec.ec_number) where pathway_name is not null group by pathway_name,  s.genus",No modification,N/A,N/A,{},206,SELECT
"SELECT  SUM (app_bio_female),  SUM(offers_bio_female) FROM  [813].[table_oser11.csv] WHERE  app_total > 300","SELECT  SUM (app_bio_female),  SUM(offers_bio_female) FROM  [813]. WHERE  app_total > 300",Missing Table,[table_oser11.csv],{'[table_oser11.csv]': 6},107,SELECT
"SELECT  *, 801 AS FileNumber FROM  [446].[Protein_Groups_N_Pacific_801bacteria_annotation.csv] UNION ALL SELECT  *, 802 AS FileNumber FROM  [446].[Protein_Groups_N_Pacific_802bacteria_annotation.csv] UNION ALL SELECT  *, 803 AS FileNumber FROM  [446].[Protein_Groups_N_Pacific_803bacteria_annotation.csv]","SELECT  *, 801 AS FileNumber FROM  [446].[Protein_Groups_N_Pacific_801bacteria_annotation.csv] UNION ALL SELECT  *, 802 AS FileNumber FROM  [446].[Protein_Groups_N_Pacific_802bacteria_annotation.csv]  ALL SELECT  *, 803 AS FileNumber FROM  [446].[Protein_Groups_N_Pacific_803bacteria_annotation.csv]",Missing Keywords,UNION,{'UNION': 8},304,SELECT
select count(*) from 1385s,SELECT count(*) from ,Missing Table,1385s,{'1385s': 4},26,SELECT
"SELECT  DISTINCT CASE WHEN PATINDEX('%[0-9]%',  [protein]) = 1 -- first char is number AND  CHARINDEX(', ',  [protein]) = 0 -- AND  no comma present THEN [protein] ELSE SUBSTRING([protein], PATINDEX('%[0-9]%',  [protein]),  -- start at first number CHARINDEX(', ',  [protein])-PATINDEX('%[0-9]%',  [protein])) -- length END AS [protein D2] ,  [tot indep spectra] AS [tot spectra D2] FROM  [412].[D2_trip_files_169_170_171.prot.txt]","SELECT  DISTINCT CASE WHEN ('%[0-9]%',  [protein]) = 1 -- first char is number AND  CHARINDEX(', ',  [protein]) = 0 -- AND  no comma present THEN [protein] ELSE SUBSTRING([protein], PATINDEX('%[0-9]%',  [protein]),  -- start at first number CHARINDEX(', ',  [protein])-PATINDEX('%[0-9]%',  [protein])) -- length END AS [protein D2] ,  [tot indep spectra] AS [tot spectra D2] FROM  [412].[D2_trip_files_169_170_171.prot.txt]",Missing Function,PATINDEX,{'PATINDEX': 5},431,SELECT
"SELECT  vizlet_type,  avg(score) ,  avg(x_kurtosis),  avg(y_kurtosis) ,  avg(x_coeff_var),  avg(y_coeff_var) ,  avg(x_gap_variance) ,  avg(x_unique_ratio) FROM  [1314howe].[Vizlet Scores and Features] WHERE  score > 0 GROUP BY  vizlet_type","SELECT  vizlet_type,  avg(score) ,  avg(x_kurtosis),  avg(y_kurtosis) ,  avg(x_coeff_var),  avg(y_coeff_var) ,  avg(x_gap_variance) ,  avg(x_unique_ratio) FROM  [1314howe].[Vizlet Scores and Features] WHERE   > 0 GROUP BY  vizlet_type",Missing Column,score,{'score': 20},239,SELECT
SELECT  * FROM  [1057].[table_sds_2.tab],SELECT   FROM  [1057].[table_sds_2.tab],Missing Column,*,{'*': 2},40,SELECT
"SELECT  S.timestamp,  AVG(U.T1) as [OCEAN.TEMP],  AVG(U.S) as SALINITY FROM  [1057].[Tokyo1_sds_timestamp] as S, [1057].[Tokyo1_uway_timestamp_1col] as U WHERE  U.timestamp >= S.timestamp AND  U.timestamp < DATEADD(mi, 3, S.timestamp) GROUP BY  S.timestamp","  S.timestamp,  AVG(U.T1) as [OCEAN.TEMP],  AVG(U.S) as SALINITY FROM  [1057].[Tokyo1_sds_timestamp] as S, [1057].[Tokyo1_uway_timestamp_1col] as U WHERE  U.timestamp >= S.timestamp AND  U.timestamp < DATEADD(mi, 3, S.timestamp) GROUP BY  S.timestamp",Missing Keywords,SELECT,{'SELECT': 1},256,SELECT
"SELECT  count(*) FROM  ( SELECT  'GeoMICS' AS [Cruise] ,  CASE WHEN [Station] <> 'NA' THEN [Station] ELSE NULL END AS [Station] ,  '1/1/2012' AS [mon/day/yr] ,  '00:00' AS [hh:mm] ,  [Longitude..Decimal.deg.] AS [Lon (E)] ,  [Latitude..Decimal.deg.] AS [Lat (N)] ,  3000 AS [Bot. Depth (m)] ,  [Event] ,  [Depth..m.] ,  [Bottle.] ,  CASE WHEN [Source] <> 'NA' THEN [Source] ELSE NULL END AS [Source] ,  CASE WHEN [Replicate] <> 'NA' THEN [Replicate] ELSE NULL END AS [Replicate] ,  [X..PO4..] ,  [X..Si.OH.4..] ,  [X..NO3..] ,  [X..NO2..] ,  [X..NH4..] ,  [Tot.Fe.nM.] ,  [Stdev..Fe.] ,  [Tot.Cu.nM.] ,  [Stdev..Cu.] ,  [Tot.Mn.nM.] ,  [Stdev.Mn.] ,  CASE WHEN [Tot.Zn.nM.] <> 'NA' THEN [Tot.Zn.nM.] ELSE NULL END AS [Tot.Zn.nM.] ,  CASE WHEN [Stdev..Zn.] <> 'NA' THEN [Stdev..Zn.] ELSE NULL END AS [Stdev..Zn.] ,  [Fe_NO3_Ratio] FROM  [446].[1341ls_and_nutrients] --ORDER BY  [Station] ASC ) c",No modification,N/A,N/A,{},894,SELECT
SELECT  [w6smsx] FROM  [Women's 6M - Sexual Behavior],No modification,N/A,N/A,{},53,SELECT
SELECT  * FROM  [412].[cddannot.txt] where [CD accession] like 'cd05047',SELECT *  FROM  [412].[cddannot.txt] where  like 'cd05047',Missing Column,[CD accession],{'[CD accession]':6},72,SELECT
"WITH  UniquePos AS (SELECT  DISTINCT [time],  [LAT],  [LON] FROM  [1059].[STATS_VIEW]), Numbered AS (SELECT  [time] as [DateTime],  [LAT],  [LON],  ROW_NUMBER() OVER (ORDER BY  [Time] ASC) AS [Row] FROM  UniquePos) ,  Paired AS (SELECT  a.[DateTime] AS [DateTime] ,  DATEDIFF(second,  a.[DateTime],  b.[DateTime]) AS [Elapsed (s)] ,  a.[LAT] AS [lat1deg] ,  a.[LON] AS [lon1deg] ,  b.[LAT] AS [lat2deg] ,  b.[LON] AS [lon2deg] ,  a.[LAT] * PI() / 180 AS [lat1] ,  b.[LAT] * PI() / 180  AS [lat2] ,  (a.[LAT] - b.[LAT]) * PI() / 180 AS [dlat] ,  (a.[LON] - b.[LON]) * PI() / 180 AS [dlon] FROM  Numbered a JOIN  Numbered b ON a.[Row]+1 = b.[Row]) ,  Trig AS (SELECT  * ,  POWER(SIN(dlat/2), 2) + POWER(SIN(dlon/2), 2) * COS(lat1) * COS(lat2) AS val FROM  Paired) ,  Distance AS (SELECT  * ,  6378100 * 2 * atn2(sqrt(val),  sqrt(1-val)) AS [Distance (m)] FROM  Trig) SELECT  * ,  [Distance (m)] / NULLIF([Elapsed (s)], 0) AS [Velocity (m/s)] FROM  Distance","WITH  UniquePos AS (SELECT  DISTINCT [time],  [LAT],  [LON] FROM  [1059].[STATS_VIEW]), Numbered AS (SELECT  [time] as [DateTime],  [LAT],  [LON],  ROW_NUMBER() OVER (ORDER BY  [Time] ASC) AS [Row] FROM  ) ,  Paired AS (SELECT  a.[DateTime] AS [DateTime] ,  DATEDIFF(second,  a.[DateTime],  b.[DateTime]) AS [Elapsed (s)] ,  a.[LAT] AS [lat1deg] ,  a.[LON] AS [lon1deg] ,  b.[LAT] AS [lat2deg] ,  b.[LON] AS [lon2deg] ,  a.[LAT] * PI() / 180 AS [lat1] ,  b.[LAT] * PI() / 180  AS [lat2] ,  (a.[LAT] - b.[LAT]) * PI() / 180 AS [dlat] ,  (a.[LON] - b.[LON]) * PI() / 180 AS [dlon] FROM  Numbered a JOIN  Numbered b ON a.[Row]+1 = b.[Row]) ,  Trig AS (SELECT  * ,  POWER(SIN(dlat/2), 2) + POWER(SIN(dlon/2), 2) * COS(lat1) * COS(lat2) AS val FROM  Paired) ,  Distance AS (SELECT  * ,  6378100 * 2 * atn2(sqrt(val),  sqrt(1-val)) AS [Distance (m)] FROM  Trig) SELECT  * ,  [Distance (m)] / NULLIF([Elapsed (s)], 0) AS [Velocity (m/s)] FROM  Distance",N/A,N/A,{},954,OTHER
SELECT  * FROM  [1123].[table_CpGMeth_clusters_100_4_v9_90_closest_mRNA.txt] Left join [1123].[TJGR_Gene_SPID_evalue_GO_bigfile] on [1123].[table_CpGMeth_clusters_100_4_v9_90_closest_mRNA.txt].Column13=[1123].[TJGR_Gene_SPID_evalue_GO_bigfile].Column1,No modification,N/A,N/A,{},251,SELECT
"SELECT  DISTINCT CASE WHEN PATINDEX('%[0-9]%',  [protein]) = 1 -- first char is number AND  CHARINDEX(', ',  [protein]) = 0 -- AND  no comma present THEN [protein] ELSE SUBSTRING([protein], PATINDEX('%[0-9]%',  [protein]),  -- start at first number CHARINDEX(', ',  [protein])-PATINDEX('%[0-9]%',  [protein])) -- length END AS [protein] ,  [tot indep spectra] FROM  [412].[C1_TCAfile176_1.txt]",No modification,N/A,N/A,{},393,SELECT
SELECT  * FROM  [1123].[table_Table S14.csv],No modification,N/A,N/A,{},44,SELECT
"select [crystals?],  cleaved,  [Protein Code-1] from [xstal_tracker.csv] x left join proteins_cleaved_pdb p on (p.ssgcidid = x.[Protein Code-1]) where [Initial trials set up] < '08-01-2011' and cleaved is null",No modification,N/A,N/A,{},209,SELECT
"SELECT chr as seqname, 'methratio' as source, 'CpG' as feature, pos as start, pos + 1 as [end], cast(ratio as float) as score, strand, '.' as frame, '.' as attribute","SELECT chr as seqname, 'methratio' as source, 'CpG' as feature, pos as start, pos + 1 as [end], cast(ratio as float) as score, , '.' as frame, '.' as attribute",Missing Column,strand,{'strand': 24},165,SELECT
SELECT  * FROM  [1307].[vizlets_23nov11_10h34m16s_data_features.csv] d JOIN  [1307].[vizlets_23nov11_10h34m16s_vizlet_and_action_features.csv] v ON (d.query_string_hash = v.sql_query_hash AND  d.x_col_name = v.x_col_name AND  d.y_col_name = v.y_col_name),No modification,N/A,N/A,{},254,SELECT
"SELECT  [protein] AS [protein 3FE.2], [protein probability] AS [probability 3FE.2], [tot indep spectra] AS [tot spectra 3FE.2] FROM  [412].[table_interact-2015_May_26_Geoduck_45.prot.xls]",No modification,N/A,N/A,{},187,SELECT
select * from [1143].tbl_organizer where organizer_type not in (select organizer_type from [1143].tbl_organizer_type),No modification,N/A,N/A,{},117,SELECT
SELECT  * FROM  [1267].[table_cph1_3.csv] WHERE  res_surface_area_ratio <> 'NA',SELECT  * FROM  [1267].[table_cph1_3.csv]  res_surface_area_ratio <> 'NA',Missing Keywords,WHERE,{'WHERE': 5},79,SELECT
"SELECT Column1 as idx, Column2 as X, Column3 as Y, Column4 as Z",No modification,N/A,N/A,{},63,SELECT
SELECT count (*) FROM  [823].[CGbigill5x_asgff] where score >=0.8,No modification,N/A,N/A,{},65,SELECT
"select fullname,  conf_id,  organizer_type,  count(*) as c from [1143].tbl_organizer y group by fullname,  conf_id,  organizer_type having count(*) >= 2","select fullname,  conf_id,  organizer_type,  (*) as c from [1143].tbl_organizer y group by fullname,  conf_id,  organizer_type having count(*) >= 2",Missing Function,count,{'count': 5},152,SELECT
SELECT  * FROM  [1123].[MgoTophat_coverage_CDS_summ_cv] Where cv > 1,No modification,N/A,N/A,{},68,SELECT
"SELECT CGI_ID, GOslim_bin, aspect FROM  [1123].[Cgigas-DEGlist-sql]deg left join [1123].[qDOD_Cgigas_GOslim_DISTINCT]sl on deg.baseMean=sl.CGI_ID where aspect like 'P'",No modification,N/A,N/A,{},167,SELECT
"SELECT  count(*) FROM  [826].[PmTE_ALL-DE.txt] DE --  ,  [826].[table_Psemu1FL_RT_spgp_gp_ok.txt] supergroup --WHERE  supergroup.Consensus = DE.name --    AND  logFC_Fe < 1 --    AND  logFC_P > 1 --    AND  logFC_Si > 1 --    AND  logFC_Urea > 1 --    AND  (PValue_Fe < 0.05 --         OR  PValue_P < 0.05 --         OR  PValue_Si < 0.05 --         OR  PValue_Urea < 0.05)","SELECT  (*) FROM  [826].[PmTE_ALL-DE.txt] DE --  ,  [826].[table_Psemu1FL_RT_spgp_gp_ok.txt] supergroup --WHERE  supergroup.Consensus = DE.name --    AND  logFC_Fe < 1 --    AND  logFC_P > 1 --    AND  logFC_Si > 1 --    AND  logFC_Urea > 1 --    AND  (PValue_Fe < 0.05 --         OR  PValue_P < 0.05 --         OR  PValue_Si < 0.05 --         OR  PValue_Urea < 0.05)",Missing Function,count,{'count': 2},372,SELECT
SELECT  * FROM  [826].[PmUreaSigDEonly05pvaluecutoff.txt] urea inner join [826].[table_PmSistarveSigDEonly05pvaluecutoff.txt] Si on urea.Urea_TranscriptID = Si.Si_TranscriptID where Si.Si_logFC > 1 and urea.Urea_logFC > 1,No modification,N/A,N/A,{},221,SELECT
"SELECT *,  STUFF(STUFF(REPLICATE('0', 6-LEN(HMS)) + convert(VARCHAR(6), HMS), 3, 0, ':'), 6, 0, ':') as HMS2 FROM  [1057].[Thompson11_sds.tab]",No modification,N/A,N/A,{},142,SELECT
"SELECT  *, cast(s.time as datetime) as timestamp FROM  [1002].[table_sds.tab] s",No modification,N/A,N/A,{},79,SELECT
"select s.ssgcidid,  s.uniprot,  ec.""EC Numbers"",  ec.""Database"" as ec_source,  s.annotation from [Unique_EC_mapped_to_UniProt] ec join [ssgcid_uniprot.csv] s on (s.uniprot = ec.accession)","SELECT s.ssgcidid,  s.uniprot,  ec.""EC Numbers"",  ec.""Database"" as ec_source,  s.annotation from [Unique_EC_mapped_to_UniProt] ec join [ssgcid_uniprot.csv]  on (s.uniprot = ec.accession)",Missing Allias,s,{'s': 15},187,SELECT
SELECT  count(*) FROM  [1079].[view_depth_breadth_per_view.csv] where depth = 0,SELECT  (*) FROM  [1079].[view_depth_breadth_per_view.csv] where depth = 0,Missing Function,count,{'count': 2},79,SELECT
"select d.DtoA as bad_ones,  u.Container as SetNo,  u.Clone_name as uw_constructID,  u.nt_seq_uncleaved,  u.aa_seq_uncleaved from [table_DtoA_candidates.csv] d left join [table_qryUWExportConstructs.csv] u on (u.Clone_name = d.DtoA)","select d.DtoA  bad_ones,  u.Container as SetNo,  u.Clone_name as uw_constructID,  u.nt_seq_uncleaved,  u.aa_seq_uncleaved from [table_DtoA_candidates.csv] d left join [table_qryUWExportConstructs.csv] u (u.Clone_name = d.DtoA)",Missing Keywords,as,{'as':3},231,SELECT
"SELECT  InterproEntry,  InterproIdHits,  Interpro_desc_Ox FROM  [826].[PhatrInterproIdsHitCounts] JOIN  [826].[AllOxInterProIds.tab.txt] ON InterproId_Ox = InterproEntry order by InterproIdHits DESC","SELECT  InterproEntry,  ,  Interpro_desc_Ox FROM  [826].[PhatrInterproIdsHitCounts] JOIN  [826].[AllOxInterProIds.tab.txt] ON InterproId_Ox = InterproEntry order by InterproIdHits DESC",Missing column,InterproIdHits,{'InterproIdHits': 15},198,SELECT
select * from tiny_sample,SELECT * tiny_sample,Missing Keywords,from,{'from': 3},25,SELECT
SELECT  COUNT(DISTINCT y) FROM  [354].[twitter_rv.6200000],SELECT  COUNT( y) FROM  [354].[twitter_rv.6200000],Missing Keywords,COUNT,{'COUNT': 2},58,SELECT
